Requirement ID,Story Id,Epic,Priority,User Story,Pages (Citations),Alignment Score,Needs Review,Matched Clauses,Clause Scores,Expected Controls,Detected Controls,Missing Controls,Evidence (Story + Steps)
5.1.1,9e5fc573-ffd1-4f42-b8c0-ab93d354f3fd,,Must,"As a Doctor, I want to access patient care plans through the Clinician Portal, so that I can review and track updates to the plans efficiently.",6;6;13,0.042,True,FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 13485 4.2.5; ISO 27001 A.9,0.603; 0.581; 0.576; 0.539,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want to access patient care plans through the Clinician Portal, so that I can review and track updates to the plans efficiently.
GIVEN I am logged into the Clinician Portal.
WHEN I select a patient.
THEN I can view the patient's care plan, including updates and changes.
The Clinician Portal must be HIPAA compliant.
The Clinician Portal must be FDA 21 CFR Part 11 compliant.
I am logged into the Clinician Portal. | I select a patient.
I can view the patient's care plan, including updates and changes."
2.3.3,a36c5efa-4c57-495a-af53-3195aca5e963,,Must,"As a Doctor, I want to view the audit history of patient documents and data, so that I can ensure data integrity and compliance.",8;8;8,0.056,True,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.701; 0.646; 0.568; 0.563,audit_trail; data_integrity; e_signature; rbac; traceability,data_integrity,audit_trail; e_signature; rbac; traceability,"As a Doctor, I want to view the audit history of patient documents and data, so that I can ensure data integrity and compliance.
GIVEN I am logged into the Clinician Portal and viewing a patient's record.
WHEN I request to view the audit history for a specific document or data element.
THEN I should see a report showing additions, changes, and deletions, including the user and timestamp for each action.
GIVEN I am logged into the Clinician Portal.
WHEN I request an audit history report for a specific user or patient.
THEN I should be able to export the audit history in a standard format.
The audit history must be stored securely and in compliance with HIPAA and FDA 21 CFR Part 11.
The audit history should be readily accessible and searchable within the Clinician Portal.
I am logged into the Clinician Portal and viewing a patient's record. | I request to view the audit history for a specific document or data element.
I should see a report showing additions, changes, and deletions, including the user and timestamp for each action.
I am logged into the Clinician Portal. | I request an audit history report for a specific user or patient.
I should be able to export the audit history in a standard format."
2.3.3.1,0727dc20-8963-42dd-8568-6c8e8ab4d42f,,Should,"As an IT person, I want to configure a new data piece, so that I can integrate new data sources into the system.",12,0.083,True,ISO 27001 A.9; ISO 27001 A.10; ISO 9001 8.5.1; ISO 13485 4.2.5,0.54; 0.509; 0.496; 0.495,audit_trail; data_integrity; encryption; rbac; traceability; verification_validation,,audit_trail; data_integrity; encryption; rbac; traceability; verification_validation,"As an IT person, I want to configure a new data piece, so that I can integrate new data sources into the system.
GIVEN I am an IT person with access to the configuration settings.
WHEN I configure a new data piece.
THEN The system stores the configuration and allows the data piece to be used for data integration.
I am an IT person with access to the configuration settings. | I configure a new data piece.
The system stores the configuration and allows the data piece to be used for data integration."
2.3.3.2,10bf77db-2d1a-429d-aeae-c9f90c4b5759,,Should,"As an IT person, I want to edit an external data source configuration so that I can ensure the system receives the correct data.",12,0.133,True,ISO 27001 A.9; ISO 27001 A.10; FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5,0.508; 0.473; 0.463; 0.462,audit_trail; data_integrity; encryption; rbac; traceability,,audit_trail; data_integrity; encryption; rbac; traceability,"As an IT person, I want to edit an external data source configuration so that I can ensure the system receives the correct data.
GIVEN I am logged in as an IT person.
WHEN I navigate to the external data source configuration page.
THEN I can modify the configuration settings and save the changes.
I am logged in as an IT person. | I navigate to the external data source configuration page.
I can modify the configuration settings and save the changes."
2.3.3.3,b0c0a546-d260-4c3c-9fce-24983bb6c668,,Must,"As a user, I want to view a list of sessions so that I can select a particular session to see more details.",7;7,0.111,True,ISO 27001 A.9; ISO 9001 8.5.1; FDA 21 CFR Part 11 11.10(e); IEC 62304 5.1,0.515; 0.481; 0.479; 0.474,audit_trail; data_integrity; rbac; risk_management; traceability; verification_validation,,audit_trail; data_integrity; rbac; risk_management; traceability; verification_validation,"As a user, I want to view a list of sessions so that I can select a particular session to see more details.
GIVEN The user is logged into the portal
WHEN I navigate to the sessions page
THEN I should see a list of sessions displayed
GIVEN I am viewing the list of sessions
WHEN I select a session from the list
THEN I should be able to see more details about the selected session
The user is logged into the portal | I navigate to the sessions page
I should see a list of sessions displayed
I am viewing the list of sessions | I select a session from the list
I should be able to see more details about the selected session"
2.3.3.4,05294210-26f5-4f73-a50c-5ad0e89e1bf4,,Should,"As a Doctor, I want to view a Metrics page, so that I can easily review patient data and track progress.",7;7,0.0,True,ISO 27001 A.9; ISO 13485 4.2.5; ISO 9001 8.5.1; FDA 21 CFR Part 11 11.10(e),0.517; 0.516; 0.505; 0.484,audit_trail; data_integrity; rbac; traceability; verification_validation,,audit_trail; data_integrity; rbac; traceability; verification_validation,"As a Doctor, I want to view a Metrics page, so that I can easily review patient data and track progress.
GIVEN I am logged into the system as a Doctor.
WHEN I navigate to the Metrics page.
THEN I should be able to view relevant patient metrics.
I am logged into the system as a Doctor. | I navigate to the Metrics page.
I should be able to view relevant patient metrics."
2.3.3.4.1,933bb33d-1099-4396-8d5b-edf0bc4ce8f1,,Should,"As a Clinician, I want to view overall program statistics, so that I can monitor patient progress and program effectiveness.",11;16,0.0,True,ISO 9001 8.5.1; FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; ISO 27001 A.9,0.463; 0.451; 0.45; 0.436,audit_trail; data_integrity; rbac; traceability; verification_validation,,audit_trail; data_integrity; rbac; traceability; verification_validation,"As a Clinician, I want to view overall program statistics, so that I can monitor patient progress and program effectiveness.
GIVEN I am logged into the Clinician Portal.
WHEN I navigate to the program statistics section.
THEN I can view overall program statistics.
I am logged into the Clinician Portal. | I navigate to the program statistics section.
I can view overall program statistics."
2.3.3.4.3,89ae4778-6dcb-43e6-b867-5dd9183b2348,,Must,"As a Clinician, I want to run a billing report so that I can track total dollars billed.",12,0.0,True,ISO 13485 4.2.5; FDA 21 CFR Part 11 11.10(e); ISO 27001 A.9; ISO 9001 8.5.1,0.513; 0.511; 0.508; 0.503,audit_trail; data_integrity; rbac; traceability; verification_validation,,audit_trail; data_integrity; rbac; traceability; verification_validation,"As a Clinician, I want to run a billing report so that I can track total dollars billed.
GIVEN I am a logged-in Clinician
WHEN I initiate the billing report generation
THEN I should be able to view a report displaying the total dollars billed.
The billing report generation must comply with HIPAA regulations.
The billing report data must be accurate and auditable.
I am a logged-in Clinician | I initiate the billing report generation
I should be able to view a report displaying the total dollars billed."
2.3.3.4.4,1f2a3c55-f8fe-4c4c-a080-9e102ecf6e5d,,Should,"As a Clinician, I want to view overall program statistics, so that I can monitor patient progress and program effectiveness.",11,0.0,True,ISO 9001 8.5.1; FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; ISO 27001 A.9,0.481; 0.462; 0.46; 0.442,audit_trail; data_integrity; rbac; traceability; verification_validation,,audit_trail; data_integrity; rbac; traceability; verification_validation,"As a Clinician, I want to view overall program statistics, so that I can monitor patient progress and program effectiveness.
GIVEN I am logged into the Clinician Portal.
WHEN I navigate to the program statistics section.
THEN I should see overall program statistics, including average percentage attendance for ADHP (2.3.3.4.4).
I am logged into the Clinician Portal. | I navigate to the program statistics section.
I should see overall program statistics, including average percentage attendance for ADHP (2.3.3.4.4)."
2.3.3.4.5,6301fe0d-a335-4298-9495-b2c4a17b0331,,Must,"As a Clinician, I want to store individual notes for a session so that I can accurately document patient progress and treatment plans.",7;16,0.0,True,ISO 13485 4.2.5; ISO 27001 A.9; ISO 27001 A.10; FDA 21 CFR Part 11 11.10(e),0.602; 0.592; 0.588; 0.584,audit_trail; data_integrity; encryption; rbac; traceability,data_integrity,audit_trail; encryption; rbac; traceability,"As a Clinician, I want to store individual notes for a session so that I can accurately document patient progress and treatment plans.
GIVEN The clinician is logged into the system and viewing a specific session.
WHEN The clinician enters and saves individual notes for the session.
THEN The system stores the notes securely and associates them with the correct session and clinician, adhering to HIPAA regulations.
Data storage must comply with HIPAA regulations.
The system must ensure data integrity and prevent unauthorized access to session notes.
The clinician is logged into the system and viewing a specific session. | The clinician enters and saves individual notes for the session.
The system stores the notes securely and associates them with the correct session and clinician, adhering to HIPAA regulations."
2.3.3.4.6,a122b9a4-7f69-4f76-b45c-18b743c08d48,,Should,"As a Clinician, I want to view the audit history of a document, so that I can track changes and ensure data integrity.",11,0.0,True,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.715; 0.648; 0.604; 0.583,audit_trail; data_integrity; e_signature; rbac; traceability,audit_trail; data_integrity,e_signature; rbac; traceability,"As a Clinician, I want to view the audit history of a document, so that I can track changes and ensure data integrity.
GIVEN I am a logged-in Clinician
WHEN I select a document
THEN I can view the audit history of the document, including who made changes and when
Audit history must be stored securely and in compliance with HIPAA.
The system must maintain an audit log of all document accesses and modifications to comply with FDA 21 CFR Part 11.
I am a logged-in Clinician | I select a document
I can view the audit history of the document, including who made changes and when"
2.3.3.4.7,427e47c7-4cc3-4766-b332-87afd3ee144e,,Should,"As a Doctor, I want to see Session information, so that I can review patient progress and make informed decisions.",7;7;7,0.0,True,ISO 13485 4.2.5; ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e); ISO 9001 8.5.1,0.524; 0.522; 0.513; 0.5,audit_trail; data_integrity; rbac; traceability; verification_validation,,audit_trail; data_integrity; rbac; traceability; verification_validation,"As a Doctor, I want to see Session information, so that I can review patient progress and make informed decisions.
GIVEN I am logged into the system as a Doctor.
WHEN I select a particular session from the list of sessions.
THEN I can see Session information including Facilitator information, Time and scheduling, Attendance, and Group and Individual notes.
I am logged into the system as a Doctor. | I select a particular session from the list of sessions.
I can see Session information including Facilitator information, Time and scheduling, Attendance, and Group and Individual notes."
2.3.3.5,6734ab19-4f4b-44c6-93d5-723d892ead5e,,Should,"As a Doctor, I want to view session information including facilitator, time, scheduling, attendance, and notes, so that I can effectively review patient progress and plan future care.",7;7,0.087,True,ISO 13485 4.2.5; ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e); ISO 9001 8.5.1,0.523; 0.51; 0.51; 0.495,audit_trail; data_integrity; rbac; traceability; verification_validation,,audit_trail; data_integrity; rbac; traceability; verification_validation,"As a Doctor, I want to view session information including facilitator, time, scheduling, attendance, and notes, so that I can effectively review patient progress and plan future care.
GIVEN I am logged into the system as a Doctor and viewing a patient's page.
WHEN I select a specific session from the list of sessions.
THEN I should be able to see detailed session information, including facilitator information, time and scheduling, attendance, and group and individual notes.
I am logged into the system as a Doctor and viewing a patient's page. | I select a specific session from the list of sessions.
I should be able to see detailed session information, including facilitator information, time and scheduling, attendance, and group and individual notes."
2.3.3.5.1,aca0aadf-e3fa-44eb-add5-d5d9249890cf,,Must,"As a Doctor, I want to view a patient's care plan, so that I can review their treatment and progress.",11,0.111,True,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.611; 0.602; 0.562; 0.561,audit_trail; data_integrity; e_signature; rbac; traceability,audit_trail,data_integrity; e_signature; rbac; traceability,"As a Doctor, I want to view a patient's care plan, so that I can review their treatment and progress.
GIVEN I am logged in as a Doctor and viewing a patient's record.
WHEN I select the option to view the patient's care plan.
THEN I should be able to see the patient's care plan details.
The system must comply with HIPAA regulations when displaying patient care plans.
The system must maintain an audit log of care plan views to comply with FDA 21 CFR Part 11.
I am logged in as a Doctor and viewing a patient's record. | I select the option to view the patient's care plan.
I should be able to see the patient's care plan details."
2.3.3.5.2,a259f8fc-3fa7-4309-ac71-6ad41aefeaee,,Must,"As a Doctor, I want to access links to other patient documents within the EHR, so that I can have a comprehensive view of the patient's medical history.",,0.0,True,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; ISO 27001 A.9; FDA 21 CFR Part 11 11.100,0.629; 0.617; 0.587; 0.582,audit_trail; data_integrity; e_signature; rbac; traceability,rbac,audit_trail; data_integrity; e_signature; traceability,"As a Doctor, I want to access links to other patient documents within the EHR, so that I can have a comprehensive view of the patient's medical history.
GIVEN I am a Doctor viewing a patient's EHR.
WHEN I am viewing a specific document within the EHR.
THEN I should see clearly labeled links to other relevant documents for that patient.
GIVEN I click on a link to another patient document.
WHEN The system redirects me.
THEN The linked document should open within the EHR.
Performance: Links to other documents should load quickly.
Security: Access to linked documents should be controlled by role-based access control (HIPAA).
Auditability: Access to linked documents should be logged for auditing purposes (FDA 21 CFR Part 11).
I am a Doctor viewing a patient's EHR. | I am viewing a specific document within the EHR.
I should see clearly labeled links to other relevant documents for that patient.
I click on a link to another patient document. | The system redirects me.
The linked document should open within the EHR."
2.3.3.5.3,29783f7c-b8d7-4a25-a66a-f7c5c51282bf,,Must,"As a Facilitator, I want to check in to a session or day through a fingerprint scanner so that I can quickly and accurately record attendance.",9,0.143,True,FDA 21 CFR Part 11 11.100; FDA 21 CFR Part 11 11.10(e); ISO 27001 A.9; ISO 13485 4.2.5,0.642; 0.635; 0.562; 0.551,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Facilitator, I want to check in to a session or day through a fingerprint scanner so that I can quickly and accurately record attendance.
GIVEN I am a Facilitator with low system experience.
WHEN I use the fingerprint scanner to check in a participant.
THEN The system accurately records the participant's attendance for the session or day.
The system must comply with HIPAA regulations.
The system must comply with FDA 21 CFR Part 11 regulations.
I am a Facilitator with low system experience. | I use the fingerprint scanner to check in a participant.
The system accurately records the participant's attendance for the session or day."
2.3.3.8.1,50eeeacd-1394-4391-a4ea-c590a9af6fed,,Must,"As a Clinician, I want to view the audit history of a document, so that I can track changes and ensure data integrity.",11;8;8;8,0.0,True,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.722; 0.65; 0.613; 0.584,audit_trail; data_integrity; e_signature; rbac; traceability,data_integrity,audit_trail; e_signature; rbac; traceability,"As a Clinician, I want to view the audit history of a document, so that I can track changes and ensure data integrity.
GIVEN I am a Clinician accessing the system.
WHEN I view a specific document.
THEN I can access and view the audit history for that document, including additions, changes, and deletions.
The system must comply with HIPAA regulations.
The system must comply with FDA 21 CFR Part 11 regulations.
I am a Clinician accessing the system. | I view a specific document.
I can access and view the audit history for that document, including additions, changes, and deletions."
2.3.3.9.2,437404f5-333f-4a54-a14a-704709b66367,,Must,"As a user, I want to create new assessment types so that I can support various patient needs and data collection requirements.",7,0.0,True,FDA 21 CFR Part 11 11.10(e); ISO 27001 A.9; FDA 21 CFR Part 11 11.100; ISO 13485 4.2.5,0.622; 0.577; 0.57; 0.566,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a user, I want to create new assessment types so that I can support various patient needs and data collection requirements.
GIVEN I am a user with the appropriate permissions.
WHEN I navigate to the assessment types management section.
THEN I can create a new assessment type with relevant details (e.g., name, description, data fields).
The creation and modification of assessment types must be audited to comply with FDA 21 CFR Part 11.
The system must ensure that patient data is protected in accordance with HIPAA regulations when creating and using new assessment types.
I am a user with the appropriate permissions. | I navigate to the assessment types management section.
I can create a new assessment type with relevant details (e.g., name, description, data fields)."
2.3.3.10.2,ab33f4ea-adbb-48ed-82f8-0077692a3a02,,Must,"As a Clinician, I want to approve a Care Plan so that the patient's treatment can proceed.",11,0.0,True,FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 13485 4.2.5; IEC 62304 5.1,0.631; 0.63; 0.584; 0.572,audit_trail; data_integrity; e_signature; rbac; risk_management; traceability; verification_validation,,audit_trail; data_integrity; e_signature; rbac; risk_management; traceability; verification_validation,"As a Clinician, I want to approve a Care Plan so that the patient's treatment can proceed.
GIVEN A Care Plan is submitted for approval.
WHEN I, as a Clinician, review the Care Plan.
THEN I can approve the Care Plan.
The system must comply with HIPAA regulations.
The system must comply with FDA 21 CFR Part 11 regulations.
A Care Plan is submitted for approval. | I, as a Clinician, review the Care Plan.
I can approve the Care Plan."
2.3.3.18,7ae58607-e46c-467c-b188-535e0fdf7d99,,Must,"As a Doctor, I want to view patient documents within the application, so that I can easily access all relevant information for patient care.",6,0.091,True,ISO 13485 4.2.5; FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.603; 0.602; 0.601; 0.555,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want to view patient documents within the application, so that I can easily access all relevant information for patient care.
GIVEN I am logged in as a Doctor and viewing a patient's record.
WHEN I navigate to the 'Documents' section.
THEN I should be able to view the patient's documents directly within the application.
The application must comply with HIPAA regulations.
The application must comply with FDA 21 CFR Part 11 regulations.
I am logged in as a Doctor and viewing a patient's record. | I navigate to the 'Documents' section.
I should be able to view the patient's documents directly within the application."
2.3.3.19,9fe1d458-8b92-42c7-85e9-5ca13163fca7,,Should,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate attendance records.",9,0.0,True,FDA 21 CFR Part 11 11.100; FDA 21 CFR Part 11 11.10(e); ISO 9001 8.5.1; ISO 27001 A.9,0.544; 0.54; 0.532; 0.53,audit_trail; data_integrity; e_signature; rbac; traceability; verification_validation,,audit_trail; data_integrity; e_signature; rbac; traceability; verification_validation,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate attendance records.
GIVEN The fingerprint scanner has recorded session attendance.
WHEN I access the system as a Facilitator.
THEN I can review and confirm the attendance records captured by the fingerprint scanner.
The fingerprint scanner has recorded session attendance. | I access the system as a Facilitator.
I can review and confirm the attendance records captured by the fingerprint scanner."
2.6.3,641f9962-307c-49f3-9364-1340cdb36c84,,Must,"As a user, I want to add, modify, or check patient data stored in the system so that I can manage patient information effectively.",5,0.0,True,FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 13485 4.2.5; ISO 27001 A.9,0.671; 0.63; 0.625; 0.623,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a user, I want to add, modify, or check patient data stored in the system so that I can manage patient information effectively.
GIVEN I have access to the system.
WHEN I attempt to add, modify, or check patient data.
THEN The system allows me to perform these actions while adhering to HIPAA regulations.
The system must comply with HIPAA regulations.
The system must comply with FDA 21 CFR Part 11.
I have access to the system. | I attempt to add, modify, or check patient data.
The system allows me to perform these actions while adhering to HIPAA regulations."
2.3.4.1,08d4a8cc-84f3-47d4-aff1-028a8dc99c58,,Must,"As a Clinician, I want to easily access and modify patient information through a web-based application, so that I can efficiently manage patient data.",13,0.0,True,FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 27001 A.9; ISO 13485 4.2.5,0.621; 0.601; 0.554; 0.551,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Clinician, I want to easily access and modify patient information through a web-based application, so that I can efficiently manage patient data.
GIVEN I am a clinician using the Clinician Portal
WHEN I access or modify patient information
THEN the application should be easy to learn and navigate quickly.
The application must be web-based and accessible through a browser.
The application must comply with HIPAA regulations.
The application must comply with FDA 21 CFR Part 11 regulations.
I am a clinician using the Clinician Portal | I access or modify patient information
the application should be easy to learn and navigate quickly."
2.3.4.3,3d340595-c6c5-4100-a1dc-395b2bcb141a,,Must,"As a Facilitator, I want a backup way to sign-in and out in case of fingerprint scanner error, so that session attendance can be accurately recorded even when the primary method fails.",9,0.095,True,FDA 21 CFR Part 11 11.100; FDA 21 CFR Part 11 11.10(e); ISO 27001 A.9; ISO 13485 4.2.5,0.602; 0.597; 0.555; 0.554,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Facilitator, I want a backup way to sign-in and out in case of fingerprint scanner error, so that session attendance can be accurately recorded even when the primary method fails.
GIVEN The fingerprint scanner is unavailable or malfunctioning.
WHEN The Facilitator attempts to record session attendance.
THEN The system provides an alternative method for signing in and out, such as manual entry or code.
The backup sign-in method must comply with HIPAA regulations.
The backup sign-in method must be auditable.
The fingerprint scanner is unavailable or malfunctioning. | The Facilitator attempts to record session attendance.
The system provides an alternative method for signing in and out, such as manual entry or code."
2.3.4.4,cd35ba62-501e-4019-8c87-03b32b21f49f,,Must,"As a Facilitator, I want to be able to override sign-in or sign-out in case of fingerprint or backup error, so that attendance can be accurately recorded even with technical issues.",8,0.0,True,FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 13485 4.2.5; ISO 27001 A.9,0.667; 0.655; 0.572; 0.55,audit_trail; data_integrity; e_signature; rbac; traceability,audit_trail; data_integrity,e_signature; rbac; traceability,"As a Facilitator, I want to be able to override sign-in or sign-out in case of fingerprint or backup error, so that attendance can be accurately recorded even with technical issues.
GIVEN The fingerprint scanner is unavailable or a backup error has occurred during sign-in/sign-out.
WHEN The Facilitator attempts to override the sign-in/sign-out process.
THEN The system allows the Facilitator to manually record the attendance, while maintaining an audit log of the override action.
The system must comply with HIPAA regulations.
The system must comply with FDA 21 CFR Part 11 regulations regarding audit trails and electronic signatures if applicable.
The system must maintain an audit log of all overrides, including the user, timestamp, and reason for the override (citations: page 8)
The fingerprint scanner is unavailable or a backup error has occurred during sign-in/sign-out. | The Facilitator attempts to override the sign-in/sign-out process.
The system allows the Facilitator to manually record the attendance, while maintaining an audit log of the override action."
2.3.4.6,e03258f7-4795-47b2-ae78-bd33e98deb8f,,Must,"As a Facilitator, I want the ability to create a new session so that I can schedule and manage patient activities.",5,0.04,True,FDA 21 CFR Part 11 11.10(e); ISO 27001 A.9; ISO 13485 4.2.5; ISO 9001 8.5.1,0.484; 0.47; 0.467; 0.462,audit_trail; data_integrity; rbac; traceability; verification_validation,,audit_trail; data_integrity; rbac; traceability; verification_validation,"As a Facilitator, I want the ability to create a new session so that I can schedule and manage patient activities.
GIVEN I am logged in as a Facilitator.
WHEN I navigate to the session management section.
THEN I can create a new session with details such as date, time, participants, and session leader.
I am logged in as a Facilitator. | I navigate to the session management section.
I can create a new session with details such as date, time, participants, and session leader."
2.5.3,3375a838-a8be-4fe0-adaa-b87b2c9f3fdb,,Must,"As a Doctor, I want to check patient data stored in the system so that I can review patient information efficiently.",5,0.0,True,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.628; 0.598; 0.595; 0.592,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want to check patient data stored in the system so that I can review patient information efficiently.
GIVEN I am logged in as a Doctor.
WHEN I access the patient data section.
THEN I can view patient information.
The system must comply with HIPAA regulations.
The system must comply with FDA 21 CFR Part 11 regulations.
I am logged in as a Doctor. | I access the patient data section.
I can view patient information."
2.6.1,c9716534-06d3-47d8-ae79-4f2f64353527,,Must,"As a Doctor, I want to access patient information through the Clinician Portal so that I can review patient data efficiently.",6;13,0.033,True,ISO 13485 4.2.5; ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100,0.558; 0.556; 0.539; 0.512,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want to access patient information through the Clinician Portal so that I can review patient data efficiently.
GIVEN I am a Doctor logged into the Clinician Portal.
WHEN I search for a patient.
THEN I can view the patient's relevant documents and clinical information.
The Clinician Portal must be easy to learn and navigate quickly (page 13).
The database must be available to internal sources for queries (Requirement 2.6.1).
The system must comply with HIPAA.
I am a Doctor logged into the Clinician Portal. | I search for a patient.
I can view the patient's relevant documents and clinical information."
2.6.2,00641622-bb3d-445e-a065-7f391d153bae,,Must,"As a Doctor, I want to access patient data through a web-based Clinician Portal so that I can easily review patient information.",13;15;15;15;15,0.066,True,ISO 27001 A.9; ISO 27001 A.10; FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100,0.597; 0.579; 0.568; 0.551,audit_trail; data_integrity; e_signature; encryption; rbac; traceability,encryption,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want to access patient data through a web-based Clinician Portal so that I can easily review patient information.
GIVEN I am a logged-in Doctor
WHEN I access the Clinician Portal
THEN I should be able to view patient data.
GIVEN I am a logged-in Doctor
WHEN I access the Clinician Portal
THEN The interface must be easy to learn and navigate quickly.
The application must be a web-based application.
All communication between the server and Clinician Application will be done over SSL. (5.3.2.1)
Adherence to HIPAA requirements.
The database must be encrypted at rest (5.3.1.1)
All request and data transfer between the server in the database must be done over an SSL connection (5.3.1.2)
The database must only be accessible by devices on the same network (5.3.1.3)
I am a logged-in Doctor | I access the Clinician Portal
I should be able to view patient data.
I am a logged-in Doctor | I access the Clinician Portal
The interface must be easy to learn and navigate quickly."
2.7,df1f87b6-3cde-4d68-b994-b21d2150b588,,Must,"As a new user, I want tutorial documentation so that I can learn how to use the application and understand legal and business concerns.",10;10;10,0.028,True,ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100,0.539; 0.526; 0.524; 0.52,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a new user, I want tutorial documentation so that I can learn how to use the application and understand legal and business concerns.
GIVEN I am a new user of the application.
WHEN I access the application's documentation.
THEN I should find step-by-step instructions with screenshots and in-app guidance.
I am a new user of the application. | I access the application's documentation.
I should find step-by-step instructions with screenshots and in-app guidance."
2.8,1f15797c-47ab-48b3-b4a0-3b9ee8624683,,Should,"As a Doctor, I want to access tutorial documentation within the application, so that I can quickly learn how to use the system and understand proper protocols.",10,0.0,True,ISO 13485 4.2.5; ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100,0.55; 0.526; 0.525; 0.518,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want to access tutorial documentation within the application, so that I can quickly learn how to use the system and understand proper protocols.
GIVEN I am a new Doctor user of the application.
WHEN I access the application for the first time.
THEN I am presented with tutorial documentation, including step-by-step instructions, screenshots, and in-app guidance.
I am a new Doctor user of the application. | I access the application for the first time.
I am presented with tutorial documentation, including step-by-step instructions, screenshots, and in-app guidance."
2.8.3,be545b08-b533-4efd-b075-79462cbd632f,,Must,"As a Clinician, I want to access the system through a web-based Clinician Portal so that I can easily access and modify patient information.",13;13,0.055,True,FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 27001 A.9; ISO 13485 4.2.5,0.635; 0.61; 0.567; 0.551,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Clinician, I want to access the system through a web-based Clinician Portal so that I can easily access and modify patient information.
GIVEN I am a Clinician with appropriate credentials
WHEN I access the Clinician Portal
THEN I should be able to easily navigate and learn the interface to access and modify patient information.
The application must be HIPAA compliant.
The application must be FDA 21 CFR Part 11 compliant.
I am a Clinician with appropriate credentials | I access the Clinician Portal
I should be able to easily navigate and learn the interface to access and modify patient information."
